,address,propery_type,rooms,floor,square_foot,price,sector,block,property,day,month,year
34379,לוין מיכאל וחנה 2,1,3.0,2,70.68,449000,6286,150,23,09,08,2006
34380,לוין מיכאל וחנה 2,1,3.0,2,70.68,541000,6286,150,23,14,05,2002
34381,ברון דבורה 7,1,3.0,3,62.11,950000,3945,503,6,07,02,2011
34382,ברון דבורה 7,1,3.0,3,62.11,568000,3945,503,6,24,12,2003
34386,תנועות הנוער 10,1,3.0,8,73.3,1245000,3939,432,15,07,02,2011
34387,תנועות הנוער 10,1,3.0,8,73.3,860000,3939,432,15,20,02,2008
34389,הגדוד העברי 48,1,3.0,3,63.54,1005000,3929,507,11,06,02,2011
34390,הגדוד העברי 48,1,3.0,3,63.54,490000,3929,507,11,27,02,2000
34395,ברניצקי נתן 26,1,3.0,3,60.02,960000,3926,614,12,02,02,2011
34396,ברניצקי נתן 26,1,3.0,3,60.02,519000,3926,614,12,19,06,2007
34398,מורדי הגטאות 35,1,3.0,1,56.5,700000,4242,365,28,31,01,2011
34399,מורדי הגטאות 35,1,3.0,1,56.5,390000,4242,365,28,23,07,2001
34402,שינקין 11,1,3.0,1,63.25,1040000,3928,592,2,30,01,2011
34403,שינקין 11,1,3.0,1,63.25,545000,3928,592,2,09,05,2005
34406,יוחנן הסנדלר 12,1,3.0,1,67.88,1060000,3929,936,4,27,01,2011
34407,יוחנן הסנדלר 12,1,3.0,1,67.88,681000,3929,936,4,04,02,2008
34408,יוחנן הסנדלר 12,1,3.0,1,67.88,670000,3929,936,4,11,11,2001
34410,סולד 1,1,3.0,4,67.0,885000,3928,671,22,26,01,2011
34411,סולד 1,1,3.0,4,67.0,497000,3928,671,22,05,02,2004
34413,מעגל השלום 11,1,3.0,1,76.0,1318000,5096,5,4,23,01,2011
34414,מעגל השלום 11,1,3.0,1,76.0,859000,5096,5,4,24,02,2006
34416,שפינוזה 7,1,3.0,3,61.46,855000,3928,329,10,19,01,2011
34417,שפינוזה 7,1,3.0,3,61.46,456000,3928,329,10,04,06,1998
34418,ביאליק 10,1,3.0,3,61.54,935000,3934,72,25,18,01,2011
34419,ביאליק 10,1,3.0,3,61.54,567000,3934,72,25,29,08,2006
34420,גרשוני אריה 2,1,3.0,2,69.86,1135000,6286,247,5,18,01,2011
34421,גרשוני אריה 2,1,3.0,2,69.86,695000,6286,247,5,28,10,1999
34426,הפרח 76,2,3.0,0,39.5,1350000,4242,160,1,17,01,2011
34427,הפרח 76,2,3.0,0,39.5,936000,4242,160,1,07,07,2005
34429,ירושלים 64,1,3.0,3,60.6,780000,3930,338,21,16,01,2011
34430,ירושלים 64,1,3.0,3,60.6,517000,3930,338,21,31,07,2001
34431,ירושלים 64,1,3.0,3,60.6,442000,3930,338,21,05,01,1998
34435,תורה ועבודה 12,1,3.0,3,39.0,620000,7281,35,19,11,01,2011
34436,תורה ועבודה 12,1,3.0,3,39.0,620000,7281,35,19,27,07,2010
34437,הירשפלד 25,1,3.0,2,61.16,1060000,3926,666,8,10,01,2011
34438,הירשפלד 25,1,3.0,2,61.16,595000,3926,666,8,02,08,2006
34439,הירשפלד 25,1,3.0,2,61.16,585000,3926,666,8,25,06,1999
34442,גיבשטיין יהושע 17,1,3.0,2,63.09,970000,6288,110,7,06,01,2011
34443,גיבשטיין יהושע 17,1,3.0,2,63.09,560000,6288,110,7,30,07,2002
34444,הצופים 7,1,3.0,7,69.0,1142000,3939,426,13,06,01,2011
34445,הצופים 7,1,3.0,7,69.0,671000,3939,426,13,06,10,2002
34446,הצופים 14,1,3.0,7,67.31,1178000,3939,435,28,06,01,2011
34447,הצופים 14,1,3.0,7,67.31,955000,3939,435,28,30,12,2008
34448,הצופים 14,1,3.0,7,67.31,680000,3939,435,28,14,03,2002
34454,פינס 5,1,3.0,3,70.08,1000000,3928,468,8,30,12,2010
34455,פינס 5,1,3.0,3,70.08,543000,3928,468,8,07,11,2000
34456,מעגל השלום 27,1,3.0,1,76.0,2000000,5096,3,101,30,12,2010
34457,מעגל השלום 27,1,3.0,1,76.0,1097000,5096,3,101,23,06,2000
34459,גבעתי 10,1,3.0,6,83.52,1030000,3930,403,83,29,12,2010
34460,גבעתי 10,1,3.0,6,83.52,580000,3930,403,83,28,06,2005
34462,שוחט מניה 10,1,3.0,1,65.24,975000,3926,721,6,28,12,2010
34463,שוחט מניה 10,1,3.0,1,65.24,838000,3926,721,6,28,06,2009
34464,שוחט מניה 10,1,3.0,1,65.24,546000,3926,721,6,29,12,2003
34468,ויצמן 5,1,3.0,3,70.43,950000,3928,493,8,24,12,2010
34469,ויצמן 5,1,3.0,3,70.43,551000,3928,493,8,11,07,2003
34470,גשר 7,1,3.0,5,64.5,1100000,5387,22,19,23,12,2010
34471,גשר 7,1,3.0,5,64.5,636000,5387,22,19,25,02,2007
34472,גשר 7,1,3.0,5,64.5,648873,5387,22,19,31,08,1999
34478,דרור 68,1,3.0,4,59.97,910000,3929,98,10,16,12,2010
34479,דרור 68,1,3.0,4,59.97,525000,3929,98,10,14,05,2003
34481,הנגיד 5,1,3.0,8,69.0,1260000,5115,33,74,15,12,2010
34482,הנגיד 5,1,3.0,8,69.0,823000,5115,33,74,07,08,2006
34483,הנגיד 5,1,3.0,8,69.0,784000,5115,33,74,18,11,2002
34485,הרצל 93,1,3.0,10,52.8,900000,3925,674,105,14,12,2010
34486,הרצל 93,1,3.0,10,52.8,765000,3925,674,105,25,11,2007
34488,מעגל השלום 29,1,3.0,2,79.0,1390000,5096,2,8,14,12,2010
34489,מעגל השלום 29,1,3.0,2,79.0,1510000,5096,2,8,20,08,1999
34493,יוחנן הסנדלר 12,1,3.0,1,67.88,1100000,3929,936,2,10,12,2010
34494,יוחנן הסנדלר 12,1,3.0,1,67.88,703000,3929,936,2,18,03,2003
34495,יוחנן הסנדלר 12,1,3.0,1,67.88,1213000,3929,936,2,27,12,2000
34496,"צ""ג בנות 5",1,3.0,2,63.76,920000,3929,684,7,09,12,2010
34497,"צ""ג בנות 5",1,3.0,2,63.76,523000,3929,684,7,20,08,2006
34500,קרון אהרון 27,1,3.0,3,67.74,970000,3925,226,9,06,12,2010
34501,קרון אהרון 27,1,3.0,3,67.74,920000,3925,226,9,07,03,2010
34502,קרון אהרון 27,1,3.0,3,67.74,635000,3925,226,9,15,01,2003
34503,העסיס 15,1,3.0,2,73.5,1410000,5038,10,71,06,12,2010
34504,העסיס 15,1,3.0,2,73.5,643000,5038,10,71,14,06,1999
34505,קאפח 11,1,3.0,1,71.0,1200000,5114,35,47,06,12,2010
34506,קאפח 11,1,3.0,1,71.0,708000,5114,35,47,28,11,2004
34511,ברניצקי נתן 34,1,3.0,3,58.69,880000,3926,605,9,29,11,2010
34512,ברניצקי נתן 34,1,3.0,3,58.69,526000,3926,605,9,02,05,2007
34517,"ריב""ל 12",1,3.0,2,70.9,1275000,5114,36,55,26,11,2010
34518,"ריב""ל 12",1,3.0,2,70.9,694000,5114,36,55,28,11,2007
34522,"ריב""ל 10",1,3.0,1,69.9,1160000,5114,36,5,24,11,2010
34523,"ריב""ל 10",1,3.0,1,69.9,688000,5114,36,5,10,12,2004
34525,הנרקיס 22,1,3.0,2,60.9,920000,5036,17,5,23,11,2010
34526,הנרקיס 22,1,3.0,2,60.9,529000,5036,17,5,30,08,2000
34528,הרברט סמואל 12,1,3.0,3,60.37,860000,3930,122,8,22,11,2010
34529,הרברט סמואל 12,1,3.0,3,60.37,490000,3930,122,8,02,06,1999
34530,ז'בוטינסקי 7,1,3.0,1,95.37,980000,3926,876,2,22,11,2010
34531,ז'בוטינסקי 7,1,3.0,1,95.37,516000,3926,876,2,10,10,2002
34534,שפינוזה 23,1,3.0,6,60.0,1080000,3928,614,22,18,11,2010
34535,שפינוזה 23,1,3.0,6,60.0,640000,3928,614,22,08,04,2002
34536,הרב גורן 5,1,3.0,4,67.33,1245000,5116,27,59,18,11,2010
34537,הרב גורן 5,1,3.0,4,67.33,717000,5116,27,59,11,11,2002
34539,אריאב חיים 3,1,3.0,4,39.6,610000,7281,152,28,17,11,2010
34540,אריאב חיים 3,1,3.0,4,39.6,263000,7281,152,28,01,07,2003
34542,בן גוריון 35,1,3.0,5,79.9,1036000,3945,821,25,16,11,2010
34543,בן גוריון 35,1,3.0,5,79.9,604000,3945,821,25,18,06,2001
34545,הגדוד העברי 62,1,3.0,1,61.05,830000,3929,552,1,15,11,2010
34546,הגדוד העברי 62,1,3.0,1,61.05,457000,3929,552,1,30,07,2003
34549,משמר הירדן 27,1,3.0,3,55.69,775000,3939,128,5,14,11,2010
34550,משמר הירדן 27,1,3.0,3,55.69,448000,3939,128,5,25,03,1998
34554,הירשפלד 16,1,3.0,2,66.4,990000,3926,896,9,10,11,2010
34555,הירשפלד 16,1,3.0,2,66.4,650000,3926,896,9,23,10,2008
34560,מעגל השלום 23,1,3.0,5,76.0,1435000,5096,3,19,07,11,2010
34561,מעגל השלום 23,1,3.0,5,76.0,1199000,5096,3,19,16,12,2001
34565,הלל נפתלי 13,1,3.0,1,62.76,955000,3934,153,3,04,11,2010
34566,הלל נפתלי 13,1,3.0,1,62.76,840000,3934,153,3,21,07,2009
34568,הצבעוני 11,1,3.0,1,65.0,965000,5036,75,24,03,11,2010
34569,הצבעוני 11,1,3.0,1,65.0,566000,5036,75,24,24,08,1998
34575,תנועות הנוער 8,1,3.0,3,73.3,1130000,3939,433,5,27,10,2010
34576,תנועות הנוער 8,1,3.0,3,73.3,618000,3939,433,5,12,02,2001
34577,מעגל השלום 11,1,3.0,3,76.0,1335000,5096,5,9,27,10,2010
34578,מעגל השלום 11,1,3.0,3,76.0,1488000,5096,5,9,29,07,1999
34581,שפרינצק 3,1,3.0,7,63.2,970000,3923,291,28,24,10,2010
34582,שפרינצק 3,1,3.0,7,63.2,515000,3923,291,28,12,04,2007
34583,שפרינצק 3,1,3.0,7,63.2,448000,3923,291,28,15,05,2001
34584,שפינוזה 14,1,3.0,4,79.21,840000,3928,435,14,24,10,2010
34585,שפינוזה 14,1,3.0,4,79.21,455000,3928,435,14,18,08,2004
34586,הורוביץ 6,1,3.0,1,62.43,960000,3926,369,4,24,10,2010
34587,הורוביץ 6,1,3.0,1,62.43,925000,3926,369,4,08,03,2010
34590,קרון אהרון 24,1,3.0,3,58.0,875000,3925,300,11,21,10,2010
34591,קרון אהרון 24,1,3.0,3,58.0,564000,3925,300,11,28,10,2003
34596,המורן 9,1,3.0,1,64.9,1000000,5036,38,22,19,10,2010
34597,המורן 9,1,3.0,1,64.9,610000,5036,38,22,01,02,2006
34599,וולפסון 50,1,3.0,4,66.9,1065000,3926,932,19,18,10,2010
34600,וולפסון 50,1,3.0,4,66.9,554000,3926,932,19,27,06,2007
34601,בית הערבה 4,1,3.0,3,63.0,1040000,5387,78,16,18,10,2010
34602,בית הערבה 4,1,3.0,3,63.0,605000,5387,78,16,29,07,2003
34605,החלמונית 4,1,3.0,8,60.9,775000,5036,5,64,17,10,2010
34606,החלמונית 4,1,3.0,8,60.9,542000,5036,5,64,23,05,1999
34607,הפורצים 7,1,3.0,0,53.58,1050000,3945,98,1,17,10,2010
34608,הפורצים 7,1,3.0,0,53.58,600000,3945,98,1,12,05,2008
34609,"צ""ג בנות 28",1,3.0,1,65.05,850000,3929,890,3,15,10,2010
34610,"צ""ג בנות 28",1,3.0,1,65.05,475000,3929,890,3,17,11,2003
34612,תנועות הנוער 15,1,3.0,4,84.26,1210000,3939,442,16,13,10,2010
34613,תנועות הנוער 15,1,3.0,4,84.26,715000,3939,442,16,26,02,2003
34614,אלרואי 11,1,3.0,5,48.4,750000,3929,790,17,12,10,2010
34615,אלרואי 11,1,3.0,5,48.4,359000,3929,790,17,08,11,2001
34617,תנועות הנוער 3,1,3.0,5,69.58,1140000,3939,448,19,11,10,2010
34618,תנועות הנוער 3,1,3.0,5,69.58,704000,3939,448,19,06,08,2000
34619,גיבשטיין יהושע 17,1,3.0,4,63.09,840000,6288,110,29,07,10,2010
34620,גיבשטיין יהושע 17,1,3.0,4,63.09,467000,6288,110,29,12,04,2007
34621,גיבשטיין יהושע 17,1,3.0,4,63.09,498000,6288,110,29,11,05,2000
34625,אריאב חיים 3,1,3.0,2,39.6,555000,7281,152,10,05,10,2010
34626,אריאב חיים 3,1,3.0,2,39.6,343000,7281,152,10,20,12,2006
34628,גרינבוים 7,1,3.0,3,69.3,600000,3934,129,9,30,09,2010
34629,גרינבוים 7,1,3.0,3,69.3,409000,3934,129,9,08,07,2003
34632,"צ""ג בנות 13",1,3.0,1,62.59,908000,3929,687,1,20,09,2010
34633,"צ""ג בנות 13",1,3.0,1,62.59,507000,3929,687,1,05,05,2005
34634,הלוטם 7,1,3.0,0,61.7,975000,5036,111,1,20,09,2010
34635,הלוטם 7,1,3.0,0,61.7,650000,5036,111,1,28,05,2003
34640,בית לחם 10,1,3.0,3,63.58,860000,3930,109,12,13,09,2010
34641,בית לחם 10,1,3.0,3,63.58,501000,3930,109,12,08,08,2004
34642,בית לחם 10,1,3.0,3,63.58,547000,3930,109,12,14,11,1999
34645,וולפסון 38,1,3.0,0,67.05,835000,3926,864,1,12,09,2010
34646,וולפסון 38,1,3.0,0,67.05,614000,3926,864,1,05,05,1999
34651,התזמורת 56,1,3.0,2,65.05,1220000,5183,35,34,06,09,2010
34652,התזמורת 56,1,3.0,2,65.05,681000,5183,35,34,13,08,2003
34653,מעגל השלום 19,1,3.0,1,76.0,1100000,5096,4,45,06,09,2010
34654,מעגל השלום 19,1,3.0,1,76.0,1248000,5096,4,45,26,04,2002
34657,הרצל 14,1,3.0,2,66.74,840000,3928,70,7,05,09,2010
34658,הרצל 14,1,3.0,2,66.74,512000,3928,70,7,19,10,1999
34662,קרית ספר 23,1,3.0,3,68.5,1150000,3945,617,12,03,09,2010
34663,קרית ספר 23,1,3.0,3,68.5,600000,3945,617,12,06,07,2008
34664,קרית ספר 23,1,3.0,3,68.5,495000,3945,617,12,11,05,1998
34665,העסיס 11,1,3.0,4,71.7,1145000,5038,11,50,02,09,2010
34666,העסיס 11,1,3.0,4,71.7,681000,5038,11,50,27,10,2004
34667,הורוביץ 19,1,3.0,4,64.15,815000,3926,845,15,01,09,2010
34668,הורוביץ 19,1,3.0,4,64.15,529000,3926,845,15,02,03,2003
34670,עולי הגרדום 37,1,3.0,4,63.54,1010000,3926,490,17,31,08,2010
34671,עולי הגרדום 37,1,3.0,4,63.54,725000,3926,490,17,29,05,2002
34673,הרב נריה 8,1,3.0,5,72.25,1260000,5116,25,18,31,08,2010
34674,הרב נריה 8,1,3.0,5,72.25,810000,5116,25,18,27,06,2004
34678,כצנלסון 23,1,3.0,2,65.3,1150000,3945,541,8,27,08,2010
34679,כצנלסון 23,1,3.0,2,65.3,566000,3945,541,8,04,03,2010
34680,החליל 20,1,3.0,2,70.49,1080000,5183,20,12,27,08,2010
34681,החליל 20,1,3.0,2,70.49,733000,5183,20,12,09,10,2002
34683,מרגולין 31,1,3.0,3,65.09,760000,3929,537,13,25,08,2010
34684,מרגולין 31,1,3.0,3,65.09,484000,3929,537,13,19,03,2004
34685,פינשטיין יונה צבי 17,1,3.0,6,69.0,1070000,6288,108,47,25,08,2010
34686,פינשטיין יונה צבי 17,1,3.0,6,69.0,644000,6288,108,47,04,05,2004
34687,פינשטיין יונה צבי 17,1,3.0,6,69.0,614000,6288,108,47,13,07,1999
34688,"הרשב""א 16",1,3.0,10,70.0,1300000,5115,27,41,25,08,2010
34689,"הרשב""א 16",1,3.0,10,70.0,946000,5115,27,41,05,06,2009
34690,"הרשב""א 16",1,3.0,10,70.0,944000,5115,27,41,06,10,2008
34691,ההדרים 12,1,3.0,4,57.3,852000,3926,138,16,22,08,2010
34692,ההדרים 12,1,3.0,4,57.3,358000,3926,138,16,18,10,2004
34693,הגדוד העברי 48,1,3.0,3,67.36,900000,3929,507,12,22,08,2010
34694,הגדוד העברי 48,1,3.0,3,67.36,548000,3929,507,12,17,02,2002
34695,תנועות הנוער 9,1,3.0,2,84.26,1165000,3939,445,8,22,08,2010
34696,תנועות הנוער 9,1,3.0,2,84.26,730000,3939,445,8,26,06,2003
34699,קרון אהרון 12,1,3.0,3,70.27,900000,3925,283,8,18,08,2010
34700,קרון אהרון 12,1,3.0,3,70.27,513000,3925,283,8,18,04,1999
34703,טירת צבי 9,1,3.0,4,64.3,1254000,5388,4,25,16,08,2010
34704,טירת צבי 9,1,3.0,4,64.3,754000,5388,4,25,30,04,2003
34707,הירשפלד 15,1,3.0,4,67.56,860000,3926,671,16,15,08,2010
34708,הירשפלד 15,1,3.0,4,67.56,471000,3926,671,16,31,01,2007
34710,טרכטנברג 22,1,3.0,3,45.16,780000,3928,565,22,12,08,2010
34711,טרכטנברג 22,1,3.0,3,45.16,483000,3928,565,22,27,05,2007
34712,טרכטנברג 22,1,3.0,3,45.16,461000,3928,565,22,11,05,1999
34713,התזמורת 36,1,3.0,2,73.62,1275000,5183,41,8,10,08,2010
34714,התזמורת 36,1,3.0,2,73.62,771000,5183,41,8,23,05,2004
34716,ירושלים 64,1,3.0,3,63.2,732000,3930,338,7,09,08,2010
34717,ירושלים 64,1,3.0,3,63.2,457000,3930,338,7,01,11,2007
34720,קרל נטר 22,1,3.0,1,65.79,900000,3928,708,6,06,08,2010
34721,קרל נטר 22,1,3.0,1,65.79,479000,3928,708,6,13,05,2010
34724,קרן היסוד 13,1,3.0,3,61.5,825000,3928,169,9,04,08,2010
34725,קרן היסוד 13,1,3.0,3,61.5,501000,3928,169,9,01,12,2003
34727,קרון אהרון 30,1,3.0,3,55.2,840000,3925,297,15,02,08,2010
34728,קרון אהרון 30,1,3.0,3,55.2,529000,3925,297,15,04,12,1998
34729,קרל נטר 5,1,3.0,1,58.45,990000,3928,239,5,02,08,2010
34730,קרל נטר 5,1,3.0,1,58.45,800000,3928,239,5,04,05,2010
34733,אלרואי 9,1,3.0,1,49.0,750000,3929,798,10,01,08,2010
34734,אלרואי 9,1,3.0,1,49.0,401000,3929,798,10,20,01,1999
34744,שוחט מניה 5,1,3.0,0,64.44,980000,3926,708,2,22,07,2010
34745,שוחט מניה 5,1,3.0,0,64.44,505000,3926,708,2,21,03,2001
34746,הלוטם 8,1,3.0,0,62.3,905000,5036,110,2,21,07,2010
34747,הלוטם 8,1,3.0,0,62.3,574000,5036,110,2,28,12,1998
34748,יהודה לייב 30,1,3.0,1,67.51,1000000,3929,720,3,21,07,2010
34749,יהודה לייב 30,1,3.0,1,67.51,670000,3929,720,3,07,04,2002
34751,וולפסון 8,1,3.0,2,66.84,1050000,3926,263,5,15,07,2010
34752,וולפסון 8,1,3.0,2,66.84,621000,3926,263,5,23,05,2003
34753,וולפסון 8,1,3.0,2,66.84,551000,3926,263,5,06,02,1998
34754,התזמורת 44,1,3.0,2,63.8,1250000,5183,37,30,15,07,2010
34755,התזמורת 44,1,3.0,2,63.8,747000,5183,37,30,25,07,1999
34759,האחים סמילצ'נסקי 8,1,3.0,1,64.88,1000000,3926,389,3,11,07,2010
34760,האחים סמילצ'נסקי 8,1,3.0,1,64.88,443000,3926,389,3,09,03,1999
34761,הירשפלד 9,1,3.0,3,57.55,845000,3926,700,10,08,07,2010
34762,הירשפלד 9,1,3.0,3,57.55,509000,3926,700,10,19,03,2002
34763,טיומקין 11,1,3.0,2,54.0,905000,3925,471,6,08,07,2010
34764,טיומקין 11,1,3.0,2,54.0,649000,3925,471,6,19,03,2008
34765,טיומקין 11,1,3.0,2,54.0,634000,3925,471,6,26,06,2000
34768,שליט 6,1,3.0,4,67.92,770000,3934,142,12,06,07,2010
34769,שליט 6,1,3.0,4,67.92,415000,3934,142,12,10,06,2003
34771,החלמונית 9,1,3.0,4,78.2,1025000,5036,24,13,04,07,2010
34772,החלמונית 9,1,3.0,4,78.2,652000,5036,24,13,25,01,2004
34773,פינשטיין יונה צבי 19,1,3.0,4,69.0,1060000,6288,108,15,02,07,2010
34774,פינשטיין יונה צבי 19,1,3.0,4,69.0,593000,6288,108,15,13,06,2004
34775,קרל נטר 5,1,3.0,3,58.24,880000,3928,239,13,01,07,2010
34776,קרל נטר 5,1,3.0,3,58.24,624000,3928,239,13,28,02,2008
34784,האורגן 5,1,3.0,5,62.4,1130000,5182,7,19,25,06,2010
34785,האורגן 5,1,3.0,5,62.4,770000,5182,7,19,24,06,2007
34786,שיבת ציון 10,1,3.0,3,69.31,882000,3937,40,10,24,06,2010
34787,שיבת ציון 10,1,3.0,3,69.31,405000,3937,40,10,03,02,2002
34788,מורדי הגטאות 40,1,3.0,1,71.0,880000,4242,526,50,24,06,2010
34789,מורדי הגטאות 40,1,3.0,1,71.0,600000,4242,526,50,22,01,2002
34790,מורדי הגטאות 40,1,3.0,1,71.0,550000,4242,526,50,25,11,2001
34791,מורדי הגטאות 40,1,3.0,1,71.0,473000,4242,526,50,29,01,1998
34792,שדה נחום 6,1,3.0,3,68.0,950000,5387,61,11,23,06,2010
34793,שדה נחום 6,1,3.0,3,68.0,665000,5387,61,11,09,11,1999
34798,רוטשילד 108,1,3.0,3,69.6,743000,3945,41,9,21,06,2010
34799,רוטשילד 108,1,3.0,3,69.6,580000,3945,41,9,10,04,2008
34800,רוטשילד 108,1,3.0,3,69.6,433000,3945,41,9,24,01,2005
34801,התזמורת 2,1,3.0,5,68.68,1240000,5183,38,21,18,06,2010
34802,התזמורת 2,1,3.0,5,68.68,747000,5183,38,21,12,07,2004
34803,שרירא שמואל 26,1,3.0,1,60.04,800000,6286,142,4,17,06,2010
34804,שרירא שמואל 26,1,3.0,1,60.04,434000,6286,142,4,07,01,2001
34806,ירושלים 45,1,3.0,5,63.7,870000,3930,333,19,16,06,2010
34807,ירושלים 45,1,3.0,5,63.7,508000,3930,333,19,08,02,2005
34808,הזהבית 20,1,3.0,3,60.9,935000,5036,67,12,15,06,2010
34809,הזהבית 20,1,3.0,3,60.9,611000,5036,67,12,14,09,2004
34810,הזהבית 20,1,3.0,3,60.9,520000,5036,67,12,10,06,1998
34812,הרותם 3,1,3.0,2,79.0,1100000,5036,32,21,13,06,2010
34813,הרותם 3,1,3.0,2,79.0,621000,5036,32,21,16,06,2004
34814,הרותם 3,1,3.0,2,79.0,618000,5036,32,21,24,01,1999
34816,מעגל השלום 17,1,3.0,3,76.0,1300000,5096,4,9,13,06,2010
34817,מעגל השלום 17,1,3.0,3,76.0,1075000,5096,4,9,03,12,2008
34818,מעגל השלום 17,1,3.0,3,76.0,927000,5096,4,9,10,04,2003
34822,שרירא שמואל 26,1,3.0,2,58.13,832000,6286,142,8,07,06,2010
34823,שרירא שמואל 26,1,3.0,2,58.13,552000,6286,142,8,14,08,2002
34824,שרירא שמואל 26,1,3.0,2,58.13,468000,6286,142,8,10,12,2001
34829,בן סרוק 16,1,3.0,7,65.4,1100000,5114,46,27,02,06,2010
34830,בן סרוק 16,1,3.0,7,65.4,694000,5114,46,27,21,03,2004
34839,בן אליעזר 21,1,3.0,4,62.52,1055000,3926,858,14,24,05,2010
34840,בן אליעזר 21,1,3.0,4,62.52,482000,3926,858,14,04,04,1999
34843,הירשפלד 2,1,3.0,3,61.5,775000,3926,970,21,23,05,2010
34844,הירשפלד 2,1,3.0,3,61.5,489000,3926,970,21,12,02,2001
34845,הצופים 11,1,3.0,2,73.3,1180000,3939,424,3,23,05,2010
34846,הצופים 11,1,3.0,2,73.3,777000,3939,424,3,26,10,2005
34847,הצופים 11,1,3.0,2,73.3,660000,3939,424,3,03,05,2002
34853,הנגיד 20,1,3.0,5,65.4,1100000,5115,75,19,13,05,2010
34854,הנגיד 20,1,3.0,5,65.4,666000,5115,75,19,20,04,1999
34856,יוחנן הסנדלר 12,1,3.0,2,67.88,1100000,3929,936,7,12,05,2010
34857,יוחנן הסנדלר 12,1,3.0,2,67.88,664000,3929,936,7,18,07,2007
34865, ,1,3.0,4,61.75,747000,3933,249,16,09,05,2010
34866, ,1,3.0,4,61.75,505000,3933,249,16,18,07,2007
34868,קפלנסקי 31,1,3.0,3,81.68,895000,3926,658,26,09,05,2010
34869,קפלנסקי 31,1,3.0,3,81.68,620000,3926,658,26,25,01,2002
34870,גבעתי 16,1,3.0,1,62.0,815000,3930,350,3,06,05,2010
34871,גבעתי 16,1,3.0,1,62.0,504000,3930,350,3,16,10,1998
34872,שרירא שמואל 17,1,3.0,4,63.84,600000,6286,149,30,06,05,2010
34873,שרירא שמואל 17,1,3.0,4,63.84,660000,6286,149,30,30,01,2001
34875,קלישר 5,1,3.0,1,65.0,1050000,5116,54,3,06,05,2010
34876,קלישר 5,1,3.0,1,65.0,693000,5116,54,3,18,07,1999
34879,חיל הרגלים 25,1,3.0,2,68.09,890000,5031,5,28,05,05,2010
34880,חיל הרגלים 25,1,3.0,2,68.09,482000,5031,5,28,05,06,2002
34882,דרור 9,1,3.0,2,68.88,815000,3933,71,4,04,05,2010
34883,דרור 9,1,3.0,2,68.88,590000,3933,71,4,03,01,2002
34884,דרור 9,1,3.0,2,68.88,524000,3933,71,4,06,04,2000
34885,רוטשילד 90,1,3.0,2,78.15,930000,3945,73,8,04,05,2010
34886,רוטשילד 90,1,3.0,2,78.15,576000,3945,73,8,18,04,2000
34888,תנועות הנוער 10,1,3.0,6,73.3,1170000,3939,432,11,03,05,2010
34889,תנועות הנוער 10,1,3.0,6,73.3,787000,3939,432,11,28,06,2007
34890,תנועות הנוער 10,1,3.0,6,73.3,620000,3939,432,11,01,04,2001
34891,הסמדר 13,1,3.0,2,81.6,1175000,5038,5,79,02,05,2010
34892,הסמדר 13,1,3.0,2,81.6,756000,5038,5,79,19,04,2005
34893,על כנפי נשרים 7,1,3.0,1,72.63,842000,3939,300,2,29,04,2010
34894,על כנפי נשרים 7,1,3.0,1,72.63,498000,3939,300,2,19,06,2000
34897,ברניצקי נתן 40,1,3.0,2,63.67,952000,3926,595,10,28,04,2010
34898,ברניצקי נתן 40,1,3.0,2,63.67,568000,3926,595,10,04,04,2005
34899,ויניק 38,1,3.0,2,59.72,980000,3926,1082,8,28,04,2010
34900,ויניק 38,1,3.0,2,59.72,582000,3926,1082,8,23,02,2000
34901,תנועות הנוער 14,1,3.0,6,73.3,1150000,3939,430,11,27,04,2010
34902,תנועות הנוער 14,1,3.0,6,73.3,609000,3939,430,11,04,03,2001
34903,ויניק 11,1,3.0,2,72.5,935000,3926,977,5,27,04,2010
34904,ויניק 11,1,3.0,2,72.5,689000,3926,977,5,20,12,2002
34907,אריאב חיים 5,1,3.0,4,40.2,515000,7281,151,25,25,04,2010
34908,אריאב חיים 5,1,3.0,4,40.2,515000,7281,151,25,20,12,2009
34909,אריאב חיים 5,1,3.0,4,40.2,415000,7281,151,25,26,01,2003
34910,הצופים 8,1,3.0,7,84.26,1215000,3939,438,28,25,04,2010
34911,הצופים 8,1,3.0,7,84.26,773000,3939,438,28,12,02,2007
34912,הצופים 8,1,3.0,7,84.26,665000,3939,438,28,18,02,2002
34919,מרגולין 5,1,3.0,3,66.94,765000,3929,525,10,21,04,2010
34920,מרגולין 5,1,3.0,3,66.94,463000,3929,525,10,27,08,2007
34921,מרגולין 5,1,3.0,3,66.94,520000,3929,525,10,11,11,1998
34927,גשר 7,1,3.0,2,64.5,990000,5387,22,8,16,04,2010
34928,גשר 7,1,3.0,2,64.5,635000,5387,22,8,01,04,2003
34929,גשר 7,1,3.0,2,64.5,843000,5387,22,8,09,07,2002
34930,קרן היסוד 3,1,3.0,3,62.66,880000,3928,68,18,15,04,2010
34931,קרן היסוד 3,1,3.0,3,62.66,554000,3928,68,18,20,07,2000
34932,האיריס 22,1,3.0,7,71.49,1050000,5036,93,27,15,04,2010
34933,האיריס 22,1,3.0,7,71.49,652000,5036,93,27,28,02,2003
34935,ז'בוטינסקי 5,1,3.0,3,59.74,760000,3926,830,16,14,04,2010
